SaleID,OrderDate,ProductID,CustomerID,Region,Quantity,UnitPrice,Discount,TotalAmount,TotalCost,Profit
160,2024-12-28,1020,10140,East,6,28.28,0.0,169.68,60.0,109.68
161,2024-05-03,1006,10066,West,1,984.4,0.05,935.18,650.0,285.18
162,2024-03-18,1023,10004,North,5,38.55,0.05,183.11,90.0,93.11
163,2024-07-02,1015,10065,Central,4,156.94,0.05,596.37,320.0,276.37
164,2024-03-26,1013,10110,West,3,397.93,0.1,1074.41,750.0,324.41
165,2024-07-20,1018,10013,North,3,71.38,0.05,203.43,90.0,113.43
166,2024-09-13,1005,10038,Central,2,509.06,0.1,916.31,560.0,356.31
167,2024-06-26,1009,10106,South,1,90.58,0.0,90.58,40.0,50.58
168,2024-05-07,1010,10128,North,3,206.24,0.0,618.72,330.0,288.72
169,2024-07-17,1009,10061,West,2,92.45,0.05,175.66,80.0,95.66
170,2024-11-11,1003,10046,North,2,1141.59,0.15,1940.7,1640.0,300.7
171,2024-11-18,1010,10094,North,3,192.37,0.25,432.83,330.0,102.83
172,2024-01-05,1004,10042,Central,3,793.62,0.05,2261.82,1500.0,761.82
173,2024-01-31,1015,10092,East,2,147.19,0.1,264.94,160.0,104.94
174,2024-12-13,1023,10054,Central,3,40.61,0.0,121.83,54.0,67.83
175,2024-04-27,1018,10120,South,1,69.93,0.1,62.94,30.0,32.94
176,2024-06-30,1010,10067,North,6,189.19,0.1,1021.63,660.0,361.63
177,2024-03-08,1011,10052,North,1,194.34,0.0,194.34,110.0,84.34
178,2024-06-06,1014,10025,North,6,442.07,0.0,2652.42,1680.0,972.42
179,2024-11-03,1025,10060,North,2,60.46,0.1,108.83,50.0,58.83
180,2024-02-05,1025,10127,North,4,58.08,0.0,232.32,100.0,132.32
181,2024-07-13,1017,10013,East,3,60.92,0.05,173.62,75.0,98.62
182,2024-09-11,1010,10003,North,3,192.17,0.1,518.86,330.0,188.86
183,2024-05-19,1005,10057,East,6,469.9,0.2,2255.52,1680.0,575.52
184,2024-11-19,1004,10013,South,1,803.39,0.05,763.22,500.0,263.22
185,2024-01-03,1001,10142,West,8,1228.19,0.0,9825.52,7200.0,2625.52
186,2024-07-07,1009,10033,Central,5,88.34,0.15,375.45,200.0,175.45
187,2024-11-27,1002,10105,East,7,1004.87,0.05,6682.39,4900.0,1782.39
188,2024-03-10,1017,10113,South,7,60.87,0.15,362.18,175.0,187.18
189,2024-04-12,1004,10042,South,1,817.53,0.0,817.53,500.0,317.53
190,2024-09-27,1020,10036,North,7,27.97,0.05,186.0,70.0,116.0
191,2024-05-30,1007,10022,West,3,28.09,0.05,80.06,30.0,50.06
192,2024-05-04,1022,10031,South,3,13.47,0.0,40.41,12.0,28.41
193,2024-08-06,1001,10097,East,2,1276.17,0.15,2169.49,1800.0,369.49
194,2024-09-18,1003,10009,West,1,1196.03,0.0,1196.03,820.0,376.03
195,2024-10-18,1019,10060,Central,1,20.68,0.0,20.68,5.0,15.68
196,2024-06-22,1015,10004,East,1,150.16,0.15,127.64,80.0,47.64
197,2024-08-31,1004,10099,East,2,795.46,0.1,1431.83,1000.0,431.83
198,2024-12-13,1023,10070,West,5,38.62,0.0,193.1,90.0,103.1
199,2024-12-20,1016,10107,North,4,126.15,0.05,479.37,280.0,199.37
200,2024-09-18,1012,10078,East,1,243.84,0.0,243.84,150.0,93.84
201,2024-08-12,1018,10124,North,5,71.69,0.0,358.45,150.0,208.45
202,2024-10-28,1015,10026,South,3,151.11,0.0,453.33,240.0,213.33
203,2024-12-11,1001,10131,East,2,1287.28,0.05,2445.83,1800.0,645.83
204,2024-04-26,1023,10017,West,3,39.52,0.1,106.7,54.0,52.7
205,2024-06-19,1021,10024,North,1,24.27,0.2,19.42,7.0,12.42
206,2024-01-16,1014,10127,West,2,463.13,0.15,787.32,560.0,227.32
207,2024-12-24,1012,10035,Central,2,261.64,0.15,444.79,300.0,144.79
208,2024-11-18,1020,10006,Central,3,28.88,0.15,73.64,30.0,43.64
209,2024-02-19,1004,10092,East,5,800.8,0.0,4004.0,2500.0,1504.0
210,2024-12-02,1025,10020,North,3,57.62,0.0,172.86,75.0,97.86
211,2024-10-16,1024,10020,North,3,47.54,0.0,142.62,60.0,82.62
212,2024-11-30,1010,10024,East,7,203.87,0.05,1355.74,770.0,585.74
213,2024-11-27,1014,10148,West,4,474.78,0.0,1899.12,1120.0,779.12
214,2024-05-05,1016,10027,East,1,125.51,0.2,100.41,70.0,30.41
215,2024-05-21,1020,10014,South,7,27.61,0.0,193.27,70.0,123.27
216,2024-06-07,1021,10099,West,1,22.92,0.05,21.77,7.0,14.77
217,2024-10-12,1017,10098,South,3,58.03,0.1,156.68,75.0,81.68
218,2024-09-29,1020,10098,West,5,28.37,0.05,134.76,50.0,84.76
219,2024-07-26,1007,10080,East,3,29.77,0.15,75.91,30.0,45.91
220,2024-08-15,1011,10065,East,5,205.94,0.2,823.76,550.0,273.76
221,2024-07-14,1023,10039,East,3,41.01,0.1,110.73,54.0,56.73
222,2024-06-02,1017,10148,East,5,61.43,0.0,307.15,125.0,182.15
223,2024-11-17,1019,10128,South,2,19.34,0.0,38.68,10.0,28.68
224,2024-08-25,1010,10134,West,7,192.64,0.0,1348.48,770.0,578.48
225,2024-11-04,1012,10132,East,2,261.15,0.0,522.3,300.0,222.3
226,2024-03-30,1004,10115,East,3,782.66,0.0,2347.98,1500.0,847.98
227,2024-05-04,1016,10023,West,2,120.42,0.05,228.8,140.0,88.8
228,2024-06-30,1014,10012,North,1,448.61,0.15,381.32,280.0,101.32
229,2024-04-26,1026,10063,Central,1,77.76,0.0,77.76,35.0,42.76
230,2024-09-09,1012,10057,South,1,249.69,0.05,237.21,150.0,87.21
231,2024-10-18,1011,10076,East,4,195.99,0.25,587.97,440.0,147.97
232,2024-04-27,1012,10032,East,1,273.94,0.1,246.55,150.0,96.55
233,2024-01-09,1022,10121,South,5,14.43,0.15,61.33,20.0,41.33
234,2024-09-07,1013,10077,North,6,421.32,0.0,2527.92,1500.0,1027.92
235,2024-12-27,1011,10110,Central,1,199.82,0.05,189.83,110.0,79.83
236,2024-06-03,1007,10038,East,1,27.56,0.05,26.18,10.0,16.18
237,2024-09-19,1026,10039,South,6,74.74,0.0,448.44,210.0,238.44
238,2024-02-02,1017,10041,North,7,56.67,0.1,357.02,175.0,182.02
239,2024-08-24,1003,10030,South,5,1228.59,0.0,6142.95,4100.0,2042.95
240,2024-08-21,1003,10034,North,2,1156.58,0.05,2197.5,1640.0,557.5
241,2024-08-23,1013,10065,South,3,402.56,0.0,1207.68,750.0,457.68
242,2024-07-25,1016,10082,Central,2,128.99,0.0,257.98,140.0,117.98
243,2024-07-14,1008,10117,West,3,120.54,0.05,343.54,180.0,163.54
244,2024-12-01,1001,10079,South,2,1253.99,0.1,2257.18,1800.0,457.18
245,2024-01-10,1015,10004,East,5,147.32,0.0,736.6,400.0,336.6
246,2024-06-19,1004,10088,Central,7,753.42,0.05,5010.24,3500.0,1510.24
247,2024-07-03,1013,10001,Central,2,403.36,0.05,766.38,500.0,266.38
248,2024-11-21,1023,10029,Central,7,39.6,0.05,263.34,126.0,137.34
249,2024-06-24,1011,10059,West,5,194.43,0.1,874.94,550.0,324.94
250,2024-02-26,1004,10136,West,5,749.76,0.1,3373.92,2500.0,873.92
251,2024-03-13,1012,10066,Central,7,256.36,0.0,1794.52,1050.0,744.52
252,2024-03-12,1003,10120,East,1,1181.85,0.0,1181.85,820.0,361.85
253,2024-09-06,1020,10106,South,3,27.85,0.1,75.2,30.0,45.2
254,2024-08-09,1012,10046,Central,7,251.35,0.0,1759.45,1050.0,709.45
255,2024-05-05,1009,10109,South,3,88.77,0.1,239.68,120.0,119.68
256,2024-04-11,1013,10102,Central,1,399.83,0.05,379.84,250.0,129.84
257,2024-12-11,1005,10134,North,5,507.05,0.0,2535.25,1400.0,1135.25
258,2024-08-30,1007,10149,North,6,30.27,0.0,181.62,60.0,121.62
259,2024-11-25,1008,10117,South,3,115.92,0.0,347.76,180.0,167.76
260,2024-05-11,1015,10060,South,5,143.85,0.0,719.25,400.0,319.25
261,2024-07-22,1014,10049,East,2,442.28,0.05,840.33,560.0,280.33
262,2024-05-08,1003,10070,East,7,1112.1,0.1,7006.23,5740.0,1266.23
263,2024-03-30,1023,10022,West,1,37.95,0.15,32.26,18.0,14.26
264,2024-06-24,1006,10003,Central,2,994.57,0.2,1591.31,1300.0,291.31
265,2024-01-03,1022,10126,North,2,13.72,0.05,26.07,8.0,18.07
266,2024-12-06,1008,10133,South,4,122.89,0.1,442.4,240.0,202.4
267,2024-07-14,1012,10143,West,1,249.22,0.1,224.3,150.0,74.3
268,2024-03-13,1011,10088,East,1,198.27,0.0,198.27,110.0,88.27
269,2024-07-19,1016,10115,Central,6,123.07,0.0,738.42,420.0,318.42
270,2024-12-02,1006,10130,South,2,1007.49,0.1,1813.48,1300.0,513.48
271,2024-12-22,1016,10080,East,4,130.04,0.0,520.16,280.0,240.16
272,2024-01-02,1010,10038,West,4,210.67,0.0,842.68,440.0,402.68
273,2024-12-26,1018,10016,East,7,71.08,0.0,497.56,210.0,287.56
274,2024-06-02,1013,10016,East,7,379.32,0.05,2522.48,1750.0,772.48
275,2024-10-16,1019,10025,East,1,19.3,0.05,18.34,5.0,13.34
276,2024-10-31,1023,10118,West,1,38.77,0.0,38.77,18.0,20.77
277,2024-12-10,1010,10064,South,1,202.28,0.05,192.17,110.0,82.17
278,2024-07-01,1005,10027,South,4,487.39,0.1,1754.6,1120.0,634.6
279,2024-11-04,1002,10053,South,4,1024.1,0.1,3686.76,2800.0,886.76
280,2024-10-08,1008,10144,East,2,118.83,0.0,237.66,120.0,117.66
281,2024-06-02,1014,10138,West,3,441.2,0.1,1191.24,840.0,351.24
282,2024-11-20,1017,10074,South,4,57.11,0.1,205.6,100.0,105.6
283,2024-12-07,1015,10085,East,2,143.16,0.15,243.37,160.0,83.37
284,2024-08-23,1004,10021,East,3,778.17,0.05,2217.78,1500.0,717.78
285,2024-11-18,1011,10096,West,1,196.48,0.0,196.48,110.0,86.48
286,2024-09-15,1019,10149,Central,3,19.51,0.0,58.53,15.0,43.53
287,2024-11-10,1020,10008,West,4,30.09,0.15,102.31,40.0,62.31
288,2024-09-12,1014,10004,East,4,433.63,0.05,1647.79,1120.0,527.79
289,2024-10-11,1003,10090,East,1,1133.08,0.1,1019.77,820.0,199.77
290,2024-01-26,1010,10043,South,2,193.38,0.0,386.76,220.0,166.76
291,2024-03-01,1001,10066,East,7,1242.96,0.05,8265.68,6300.0,1965.68
292,2024-07-02,1016,10138,West,2,129.52,0.0,259.04,140.0,119.04
293,2024-11-10,1009,10011,West,1,91.88,0.05,87.29,40.0,47.29
294,2024-02-11,1005,10080,East,2,511.22,0.0,1022.44,560.0,462.44
295,2024-01-10,1005,10070,Central,4,500.78,0.05,1902.96,1120.0,782.96
296,2024-04-23,1001,10137,West,8,1307.85,0.0,10462.8,7200.0,3262.8
297,2024-11-30,1021,10008,East,5,23.61,0.05,112.15,35.0,77.15
298,2024-12-06,1001,10129,West,3,1301.08,0.0,3903.24,2700.0,1203.24
299,2024-05-22,1008,10147,South,3,115.37,0.1,311.5,180.0,131.5
300,2024-10-07,1015,10150,West,1,156.45,0.15,132.98,80.0,52.98
301,2024-10-14,1020,10039,West,2,30.36,0.05,57.68,20.0,37.68
302,2024-01-01,1025,10077,East,2,57.82,0.05,109.86,50.0,59.86
303,2024-06-19,1007,10112,West,2,29.54,0.05,56.13,20.0,36.13
304,2024-03-26,1001,10061,South,2,1310.87,0.05,2490.65,1800.0,690.65
305,2024-06-09,1018,10068,Central,6,70.07,0.25,315.31,180.0,135.31
306,2024-05-11,1012,10044,West,2,254.31,0.05,483.19,300.0,183.19
307,2024-02-19,1010,10141,South,2,189.91,0.0,379.82,220.0,159.82
308,2024-12-28,1017,10015,North,3,61.08,0.0,183.24,75.0,108.24
309,2024-07-30,1026,10006,North,5,81.64,0.0,408.2,175.0,233.2
310,2024-03-23,1005,10118,Central,1,495.14,0.0,495.14,280.0,215.14
311,2024-04-30,1015,10016,South,3,140.69,0.1,379.86,240.0,139.86
312,2024-01-26,1014,10144,Central,5,432.9,0.0,2164.5,1400.0,764.5
313,2024-05-24,1015,10129,East,1,151.55,0.0,151.55,80.0,71.55
314,2024-02-12,1012,10084,South,3,258.53,0.05,736.81,450.0,286.81
315,2024-05-05,1026,10067,South,1,77.32,0.15,65.72,35.0,30.72
316,2024-07-09,1006,10089,South,2,991.92,0.0,1983.84,1300.0,683.84
317,2024-10-04,1022,10124,South,2,13.77,0.0,27.54,8.0,19.54
318,2024-11-22,1016,10070,North,3,135.14,0.0,405.42,210.0,195.42
319,2024-02-06,1023,10132,East,4,36.72,0.0,146.88,72.0,74.88
320,2024-05-04,1020,10089,Central,5,29.62,0.0,148.1,50.0,98.1
321,2024-03-19,1016,10145,East,4,127.9,0.0,511.6,280.0,231.6
322,2024-06-10,1002,10015,North,1,1012.27,0.05,961.66,700.0,261.66
323,2024-04-06,1014,10142,South,2,448.03,0.0,896.06,560.0,336.06
324,2024-04-30,1005,10007,East,6,508.7,0.2,2441.76,1680.0,761.76
325,2024-12-13,1008,10067,East,5,121.58,0.0,607.9,300.0,307.9
326,2024-09-22,1009,10016,East,7,85.39,0.1,537.96,280.0,257.96
327,2024-12-01,1022,10150,West,2,14.08,0.05,26.75,8.0,18.75
328,2024-08-14,1024,10009,East,5,47.84,0.0,239.2,100.0,139.2
329,2024-11-19,1019,10128,East,3,17.96,0.0,53.88,15.0,38.88
330,2024-06-11,1004,10031,Central,3,822.82,0.0,2468.46,1500.0,968.46
331,2024-05-03,1009,10029,Central,7,93.81,0.1,591.0,280.0,311.0
332,2024-08-16,1001,10105,North,3,1291.97,0.15,3294.52,2700.0,594.52
333,2024-12-18,1022,10074,North,3,13.53,0.0,40.59,12.0,28.59
334,2024-11-23,1004,10131,South,4,823.18,0.05,3128.08,2000.0,1128.08
335,2024-05-03,1015,10020,South,4,144.51,0.0,578.04,320.0,258.04
336,2024-12-21,1012,10033,West,1,245.68,0.15,208.83,150.0,58.83
337,2024-08-07,1006,10125,East,2,962.99,0.05,1829.68,1300.0,529.68
338,2024-07-05,1014,10004,South,1,477.69,0.05,453.81,280.0,173.81
339,2024-05-20,1007,10119,East,2,30.07,0.15,51.12,20.0,31.12
340,2024-09-16,1007,10145,South,3,29.75,0.0,89.25,30.0,59.25
341,2024-08-28,1003,10117,East,2,1135.11,0.05,2156.71,1640.0,516.71
342,2024-11-20,1013,10025,Central,3,382.49,0.0,1147.47,750.0,397.47
343,2024-12-12,1023,10046,West,1,38.34,0.1,34.51,18.0,16.51
344,2024-10-29,1008,10118,North,3,119.67,0.15,305.16,180.0,125.16
345,2024-04-09,1014,10116,South,3,470.69,0.0,1412.07,840.0,572.07
346,2024-03-18,1009,10139,North,4,88.57,0.2,283.42,160.0,123.42
347,2024-08-12,1007,10043,Central,3,29.09,0.2,69.82,30.0,39.82
348,2024-03-27,1011,10112,North,2,192.35,0.0,384.7,220.0,164.7
