SaleID,OrderDate,ProductID,CustomerID,Region,Quantity,UnitPrice,Discount,TotalAmount,TotalCost,Profit
170,2023-12-21,1015,10098,South,3,143.66,0.0,430.98,240.0,190.98
171,2023-05-21,1012,10054,East,2,258.04,0.0,516.08,300.0,216.08
172,2023-08-04,1021,10063,North,2,24.74,0.1,44.53,14.0,30.53
173,2023-05-08,1007,10061,North,3,28.94,0.15,73.8,30.0,43.8
174,2023-12-17,1013,10065,South,1,440.88,0.0,440.88,250.0,190.88
175,2023-04-02,1025,10035,East,1,59.16,0.1,53.24,25.0,28.24
176,2023-01-31,1008,10119,West,1,114.73,0.1,103.26,60.0,43.26
177,2023-07-09,1010,10014,South,1,195.89,0.0,195.89,110.0,85.89
178,2023-12-30,1023,10119,West,4,36.74,0.1,132.26,72.0,60.26
179,2023-12-07,1008,10083,South,8,122.85,0.0,982.8,480.0,502.8
180,2023-10-30,1009,10061,East,4,93.29,0.0,373.16,160.0,213.16
181,2023-12-07,1007,10120,North,8,29.73,0.05,225.95,80.0,145.95
182,2023-12-07,1020,10141,South,3,28.27,0.15,72.09,30.0,42.09
183,2023-08-06,1024,10064,North,2,47.72,0.0,95.44,40.0,55.44
184,2023-05-30,1015,10082,West,6,152.29,0.0,913.74,480.0,433.74
185,2023-11-06,1015,10067,West,1,146.67,0.05,139.34,80.0,59.34
186,2023-09-30,1009,10074,North,1,86.7,0.1,78.03,40.0,38.03
187,2023-06-19,1001,10054,South,7,1261.1,0.15,7503.54,6300.0,1203.54
188,2023-03-01,1004,10076,West,4,843.8,0.05,3206.44,2000.0,1206.44
189,2023-10-29,1004,10004,West,6,787.87,0.1,4254.5,3000.0,1254.5
190,2023-05-11,1003,10117,West,1,1178.69,0.05,1119.76,820.0,299.76
191,2023-12-17,1016,10014,West,4,131.13,0.0,524.52,280.0,244.52
192,2023-05-03,1003,10146,North,1,1120.72,0.05,1064.68,820.0,244.68
193,2023-03-14,1002,10059,West,2,1000.22,0.0,2000.44,1400.0,600.44
194,2023-11-22,1009,10104,Central,6,86.33,0.1,466.18,240.0,226.18
195,2023-03-28,1006,10005,East,2,1042.39,0.0,2084.78,1300.0,784.78
196,2023-04-08,1004,10052,Central,4,777.17,0.0,3108.68,2000.0,1108.68
197,2023-09-05,1004,10143,Central,6,807.76,0.2,3877.25,3000.0,877.25
198,2023-12-03,1006,10078,Central,6,984.19,0.15,5019.37,3900.0,1119.37
199,2023-04-15,1013,10068,Central,1,387.93,0.05,368.53,250.0,118.53
200,2023-05-28,1019,10047,North,1,19.61,0.1,17.65,5.0,12.65
201,2023-11-07,1022,10104,South,6,13.78,0.25,62.01,24.0,38.01
202,2023-12-25,1018,10099,Central,3,65.21,0.0,195.63,90.0,105.63
203,2023-07-30,1015,10079,North,3,150.9,0.05,430.06,240.0,190.06
204,2023-03-23,1023,10150,North,1,38.17,0.0,38.17,18.0,20.17
205,2023-01-10,1012,10083,South,1,260.22,0.1,234.2,150.0,84.2
206,2023-04-28,1015,10130,South,7,152.83,0.0,1069.81,560.0,509.81
207,2023-03-18,1010,10071,West,3,201.13,0.1,543.05,330.0,213.05
208,2023-10-06,1008,10071,East,5,122.17,0.0,610.85,300.0,310.85
209,2023-03-13,1008,10089,West,1,114.37,0.05,108.65,60.0,48.65
210,2023-08-01,1004,10052,South,1,827.73,0.1,744.96,500.0,244.96
211,2023-10-11,1020,10119,East,3,28.74,0.0,86.22,30.0,56.22
212,2023-08-29,1002,10068,South,6,956.24,0.15,4876.82,4200.0,676.82
213,2023-04-16,1016,10041,Central,2,119.5,0.0,239.0,140.0,99.0
214,2023-11-14,1022,10048,Central,2,13.87,0.05,26.35,8.0,18.35
215,2023-10-19,1012,10050,Central,3,252.89,0.1,682.8,450.0,232.8
216,2023-10-27,1002,10149,North,1,975.9,0.0,975.9,700.0,275.9
217,2023-03-18,1010,10048,North,2,201.0,0.05,381.9,220.0,161.9
218,2023-03-14,1008,10031,East,3,125.14,0.05,356.65,180.0,176.65
219,2023-12-15,1026,10103,West,1,76.86,0.05,73.02,35.0,38.02
220,2023-06-27,1017,10122,Central,3,59.16,0.05,168.61,75.0,93.61
221,2023-05-25,1018,10064,West,1,67.82,0.0,67.82,30.0,37.82
222,2023-07-26,1012,10063,South,4,251.33,0.0,1005.32,600.0,405.32
223,2023-10-01,1017,10091,South,5,57.2,0.0,286.0,125.0,161.0
224,2023-12-21,1018,10098,Central,5,72.4,0.2,289.6,150.0,139.6
225,2023-05-20,1002,10017,West,4,999.4,0.0,3997.6,2800.0,1197.6
226,2023-12-14,1005,10139,Central,3,496.15,0.0,1488.45,840.0,648.45
227,2023-01-17,1001,10057,South,2,1272.29,0.0,2544.58,1800.0,744.58
228,2023-08-19,1012,10089,South,2,259.52,0.1,467.14,300.0,167.14
229,2023-09-19,1022,10008,West,1,13.73,0.05,13.04,4.0,9.04
230,2023-03-06,1014,10093,East,4,475.0,0.0,1900.0,1120.0,780.0
231,2023-03-22,1012,10016,Central,1,260.96,0.15,221.82,150.0,71.82
232,2023-07-04,1024,10006,North,2,49.21,0.2,78.74,40.0,38.74
233,2023-12-24,1004,10144,West,3,801.8,0.15,2044.59,1500.0,544.59
234,2023-09-03,1002,10020,Central,4,1038.2,0.05,3945.16,2800.0,1145.16
235,2023-12-16,1024,10113,East,2,48.97,0.0,97.94,40.0,57.94
236,2023-11-14,1023,10082,North,2,38.44,0.0,76.88,36.0,40.88
237,2023-07-20,1016,10037,North,3,129.62,0.0,388.86,210.0,178.86
238,2023-11-09,1006,10056,East,6,1022.72,0.05,5829.5,3900.0,1929.5
239,2023-01-13,1025,10022,West,4,61.09,0.0,244.36,100.0,144.36
240,2023-03-08,1019,10092,West,2,19.12,0.05,36.33,10.0,26.33
241,2023-11-21,1016,10125,North,5,129.89,0.05,616.98,350.0,266.98
242,2023-11-12,1005,10058,West,1,513.86,0.1,462.47,280.0,182.47
243,2023-04-29,1012,10140,Central,2,237.76,0.0,475.52,300.0,175.52
244,2023-08-10,1021,10027,West,1,24.06,0.15,20.45,7.0,13.45
245,2023-09-08,1022,10142,South,2,13.75,0.05,26.12,8.0,18.12
246,2023-12-01,1013,10120,North,3,399.69,0.05,1139.12,750.0,389.12
247,2023-09-06,1012,10010,East,3,261.76,0.2,628.22,450.0,178.22
248,2023-07-02,1017,10127,West,5,61.2,0.0,306.0,125.0,181.0
249,2023-06-19,1012,10010,Central,3,248.24,0.15,633.01,450.0,183.01
250,2023-07-07,1010,10146,West,1,194.71,0.1,175.24,110.0,65.24
251,2023-09-26,1002,10102,East,3,972.34,0.25,2187.76,2100.0,87.76
252,2023-12-01,1003,10031,East,4,1129.06,0.0,4516.24,3280.0,1236.24
253,2023-07-15,1019,10137,North,3,18.22,0.0,54.66,15.0,39.66
254,2023-05-05,1001,10047,West,2,1382.3,0.0,2764.6,1800.0,964.6
255,2023-05-01,1002,10018,West,3,1025.1,0.1,2767.77,2100.0,667.77
256,2023-10-29,1023,10043,North,3,38.09,0.0,114.27,54.0,60.27
257,2023-11-18,1017,10130,South,2,59.03,0.0,118.06,50.0,68.06
258,2023-03-06,1001,10140,North,5,1282.06,0.25,4807.72,4500.0,307.72
259,2023-02-13,1007,10139,Central,1,29.14,0.0,29.14,10.0,19.14
260,2023-09-03,1019,10090,North,1,18.56,0.0,18.56,5.0,13.56
261,2023-03-24,1010,10028,East,4,189.91,0.1,683.68,440.0,243.68
262,2023-11-20,1011,10139,South,5,195.58,0.0,977.9,550.0,427.9
263,2023-05-28,1011,10079,Central,3,207.25,0.05,590.66,330.0,260.66
264,2023-03-23,1005,10134,South,2,476.77,0.0,953.54,560.0,393.54
265,2023-12-14,1018,10015,Central,7,71.27,0.05,473.95,210.0,263.95
266,2023-04-02,1003,10037,North,2,1169.32,0.0,2338.64,1640.0,698.64
267,2023-05-19,1012,10035,North,2,255.89,0.1,460.6,300.0,160.6
268,2023-03-28,1004,10065,East,3,816.98,0.0,2450.94,1500.0,950.94
269,2023-03-10,1002,10128,East,2,1005.25,0.0,2010.5,1400.0,610.5
270,2023-01-15,1004,10063,West,3,747.77,0.25,1682.48,1500.0,182.48
271,2023-02-06,1022,10092,East,7,13.83,0.1,87.13,28.0,59.13
272,2023-04-06,1004,10074,East,1,790.01,0.05,750.51,500.0,250.51
273,2023-02-05,1007,10144,South,1,30.26,0.2,24.21,10.0,14.21
274,2023-09-01,1004,10150,Central,2,789.39,0.0,1578.78,1000.0,578.78
275,2023-10-07,1018,10131,East,3,68.56,0.05,195.4,90.0,105.4
276,2023-06-26,1010,10027,South,4,192.07,0.15,653.04,440.0,213.04
277,2023-05-31,1025,10129,North,7,58.89,0.05,391.62,175.0,216.62
278,2023-07-31,1016,10116,East,4,124.4,0.0,497.6,280.0,217.6
279,2023-12-03,1012,10053,East,8,267.44,0.1,1925.57,1200.0,725.57
280,2023-11-27,1016,10035,North,1,127.37,0.0,127.37,70.0,57.37
281,2023-01-30,1001,10149,Central,1,1252.58,0.0,1252.58,900.0,352.58
282,2023-04-09,1025,10111,West,2,61.17,0.1,110.11,50.0,60.11
283,2023-05-01,1025,10039,South,5,56.69,0.0,283.45,125.0,158.45
284,2023-05-06,1007,10031,West,1,29.22,0.0,29.22,10.0,19.22
285,2023-08-25,1015,10090,North,1,142.35,0.0,142.35,80.0,62.35
286,2023-07-03,1005,10080,North,2,503.39,0.0,1006.78,560.0,446.78
287,2023-02-03,1013,10125,West,2,411.78,0.05,782.38,500.0,282.38
288,2023-06-19,1019,10101,North,3,18.63,0.1,50.3,15.0,35.3
289,2023-08-07,1024,10122,Central,6,47.27,0.05,269.44,120.0,149.44
290,2023-03-04,1008,10065,North,1,114.9,0.1,103.41,60.0,43.41
291,2023-11-22,1017,10146,West,3,58.9,0.0,176.7,75.0,101.7
292,2023-02-04,1017,10145,East,1,62.41,0.0,62.41,25.0,37.41
293,2023-12-14,1005,10142,North,1,514.99,0.2,411.99,280.0,131.99
294,2023-03-03,1015,10106,North,2,154.23,0.0,308.46,160.0,148.46
295,2023-11-25,1016,10057,North,3,124.86,0.0,374.58,210.0,164.58
296,2023-12-09,1019,10024,West,3,19.63,0.25,44.17,15.0,29.17
297,2023-12-27,1026,10084,Central,3,81.34,0.0,244.02,105.0,139.02
298,2023-11-14,1001,10056,South,5,1310.89,0.05,6226.73,4500.0,1726.73
299,2023-11-08,1005,10026,South,1,489.55,0.0,489.55,280.0,209.55
300,2023-09-22,1004,10048,Central,4,822.3,0.05,3124.74,2000.0,1124.74
301,2023-11-07,1004,10121,East,4,782.75,0.0,3131.0,2000.0,1131.0
302,2023-03-19,1010,10045,South,1,202.92,0.05,192.77,110.0,82.77
303,2023-08-12,1022,10015,East,2,13.84,0.1,24.91,8.0,16.91
304,2023-08-04,1010,10032,South,1,193.12,0.05,183.46,110.0,73.46
305,2023-11-29,1016,10027,South,1,127.43,0.0,127.43,70.0,57.43
306,2023-07-18,1009,10028,Central,2,94.25,0.0,188.5,80.0,108.5
307,2023-06-23,1008,10065,West,1,114.84,0.1,103.36,60.0,43.36
308,2023-09-21,1021,10131,North,6,24.71,0.15,126.02,42.0,84.02
309,2023-05-12,1016,10057,East,6,132.25,0.0,793.5,420.0,373.5
310,2023-03-22,1008,10149,Central,3,118.34,0.0,355.02,180.0,175.02
311,2023-07-23,1024,10131,East,4,48.19,0.05,183.12,80.0,103.12
312,2023-07-04,1012,10025,North,8,249.3,0.1,1794.96,1200.0,594.96
313,2023-04-29,1005,10091,East,2,518.29,0.15,881.09,560.0,321.09
314,2023-06-17,1011,10119,East,3,191.9,0.05,546.92,330.0,216.92
315,2023-06-17,1016,10107,South,4,118.21,0.0,472.84,280.0,192.84
316,2023-06-04,1009,10035,Central,6,89.82,0.1,485.03,240.0,245.03
317,2023-06-21,1021,10107,North,5,23.03,0.15,97.88,35.0,62.88
318,2023-10-08,1013,10079,North,1,397.69,0.0,397.69,250.0,147.69
319,2023-05-23,1011,10036,North,4,190.98,0.05,725.72,440.0,285.72
320,2023-12-20,1022,10030,North,2,13.76,0.0,27.52,8.0,19.52
321,2023-12-13,1011,10056,South,2,199.41,0.0,398.82,220.0,178.82
322,2023-07-24,1010,10041,South,3,200.62,0.15,511.58,330.0,181.58
323,2023-06-04,1003,10082,Central,4,1196.19,0.0,4784.76,3280.0,1504.76
324,2023-08-12,1008,10062,South,1,119.0,0.1,107.1,60.0,47.1
325,2023-11-26,1009,10018,South,2,89.29,0.0,178.58,80.0,98.58
326,2023-09-27,1004,10106,East,4,793.25,0.0,3173.0,2000.0,1173.0
327,2023-11-14,1014,10010,North,1,461.45,0.05,438.38,280.0,158.38
328,2023-08-11,1004,10072,West,5,771.89,0.0,3859.45,2500.0,1359.45
329,2023-09-19,1005,10009,Central,2,492.45,0.05,935.66,560.0,375.66
330,2023-05-20,1013,10122,North,3,398.98,0.0,1196.94,750.0,446.94
331,2023-10-25,1006,10049,West,1,971.84,0.1,874.66,650.0,224.66
332,2023-04-17,1015,10015,East,7,155.24,0.2,869.34,560.0,309.34
333,2023-10-12,1017,10038,Central,6,59.56,0.0,357.36,150.0,207.36
334,2023-11-30,1007,10086,West,1,27.93,0.0,27.93,10.0,17.93
335,2023-03-18,1002,10118,Central,4,1011.24,0.1,3640.46,2800.0,840.46
336,2023-09-11,1011,10017,Central,5,206.82,0.0,1034.1,550.0,484.1
337,2023-03-01,1003,10048,West,1,1125.17,0.0,1125.17,820.0,305.17
338,2023-10-22,1012,10018,Central,3,269.58,0.15,687.43,450.0,237.43
339,2023-02-23,1018,10037,West,5,69.53,0.0,347.65,150.0,197.65
340,2023-12-17,1015,10047,Central,3,149.9,0.05,427.22,240.0,187.22
341,2023-03-20,1010,10089,East,6,206.15,0.0,1236.9,660.0,576.9
342,2023-12-22,1025,10016,North,1,59.36,0.1,53.42,25.0,28.42
343,2023-11-13,1003,10092,West,6,1163.46,0.05,6631.72,4920.0,1711.72
344,2023-09-02,1022,10117,North,7,14.04,0.05,93.37,28.0,65.37
345,2023-11-08,1020,10142,East,1,27.47,0.05,26.1,10.0,16.1
346,2023-11-12,1010,10077,West,2,201.46,0.0,402.92,220.0,182.92
347,2023-12-19,1004,10073,Central,3,805.04,0.0,2415.12,1500.0,915.12
348,2023-05-07,1004,10097,South,6,789.89,0.1,4265.41,3000.0,1265.41
